Time(dd/mm/yyyy),Carbon dioxide(ppm),Temperature(°F),Relative humidity(%),Atmospheric pressure(hPa)
14/09/2023 6:10:31 PM,"536","77.5","46","1001.5"
14/09/2023 6:12:31 PM,"541","77.5","46","1002.6"
14/09/2023 6:14:31 PM,"560","77.5","46","1002.4"
14/09/2023 6:16:31 PM,"551","77.5","46","1002.3"
14/09/2023 6:18:31 PM,"560","77.5","46","1002.3"
14/09/2023 6:20:31 PM,"569","77.5","46","998.8"
14/09/2023 6:22:31 PM,"548","77.5","46","1000.0"
14/09/2023 6:24:31 PM,"554","77.5","46","1000.7"
14/09/2023 6:26:31 PM,"519","77.4","46","1000.9"
14/09/2023 6:28:31 PM,"553","77.4","46","1001.3"
14/09/2023 6:30:31 PM,"557","77.4","46","1002.0"
14/09/2023 6:32:31 PM,"537","77.4","45","1002.1"
14/09/2023 6:34:31 PM,"538","77.3","45","1002.1"
14/09/2023 6:36:31 PM,"534","77.3","45","1002.5"
14/09/2023 6:38:31 PM,"530","77.2","45","1002.5"
14/09/2023 6:40:31 PM,"523","77.2","45","1002.5"
14/09/2023 6:42:31 PM,"529","77.1","45","1002.0"
14/09/2023 6:44:31 PM,"533","77.0","45","1002.5"
14/09/2023 6:46:31 PM,"544","76.9","45","1002.1"
14/09/2023 6:48:31 PM,"506","76.8","45","1002.3"
14/09/2023 6:50:31 PM,"516","76.8","45","1001.8"
14/09/2023 6:52:31 PM,"524","76.7","44","1001.9"
14/09/2023 6:54:31 PM,"559","76.5","44","1001.9"
14/09/2023 6:56:31 PM,"566","76.5","44","1001.9"
14/09/2023 6:58:31 PM,"579","76.4","44","1002.0"
14/09/2023 7:00:31 PM,"586","76.2","43","1002.0"
14/09/2023 7:02:31 PM,"596","76.0","43","1002.0"
14/09/2023 7:04:31 PM,"597","75.8","43","1001.9"
14/09/2023 7:06:31 PM,"613","75.7","43","1001.9"
14/09/2023 7:08:31 PM,"609","75.5","43","1001.9"
14/09/2023 7:10:31 PM,"605","75.3","43","1001.9"
14/09/2023 7:12:31 PM,"595","75.2","43","1001.9"
14/09/2023 7:14:31 PM,"616","75.0","43","1001.9"
14/09/2023 7:16:31 PM,"612","74.8","43","1002.0"
14/09/2023 7:18:31 PM,"608","74.8","43","1002.0"
14/09/2023 7:20:31 PM,"600","74.6","43","1002.0"
14/09/2023 7:22:31 PM,"609","74.5","43","1002.0"
14/09/2023 7:24:31 PM,"581","74.4","43","1002.0"
14/09/2023 7:26:31 PM,"576","74.2","43","1002.0"
14/09/2023 7:28:31 PM,"571","74.0","44","1002.0"
14/09/2023 7:30:31 PM,"596","73.9","44","1002.0"
14/09/2023 7:32:31 PM,"613","73.8","44","1002.0"
14/09/2023 7:34:31 PM,"597","73.8","44","1002.0"
14/09/2023 7:36:31 PM,"583","73.7","44","1002.0"
14/09/2023 7:38:31 PM,"571","73.6","44","1002.0"
14/09/2023 7:40:31 PM,"545","73.5","44","1002.0"
14/09/2023 7:42:31 PM,"544","73.4","44","1002.0"
14/09/2023 7:44:31 PM,"556","73.3","44","1002.0"
14/09/2023 7:46:31 PM,"540","73.3","44","1002.0"
14/09/2023 7:48:31 PM,"567","73.1","44","1002.0"
14/09/2023 7:50:31 PM,"556","73.0","44","1002.0"
14/09/2023 7:52:31 PM,"530","73.0","44","1002.0"
14/09/2023 7:54:31 PM,"545","73.0","44","1002.0"
14/09/2023 7:56:31 PM,"519","72.9","44","1002.0"
14/09/2023 7:58:31 PM,"521","72.8","44","1002.1"
14/09/2023 8:00:31 PM,"521","72.8","44","1002.1"
14/09/2023 8:02:31 PM,"532","72.7","44","1002.1"
14/09/2023 8:04:31 PM,"527","72.7","44","1002.1"
14/09/2023 8:06:31 PM,"516","72.5","44","1002.1"
14/09/2023 8:08:31 PM,"517","72.4","45","1002.1"
14/09/2023 8:10:31 PM,"514","72.4","45","1002.1"
14/09/2023 8:12:31 PM,"536","72.3","45","1002.1"
14/09/2023 8:14:32 PM,"536","72.2","45","1002.1"
14/09/2023 8:16:32 PM,"541","72.1","45","1002.2"
14/09/2023 8:18:32 PM,"559","72.1","45","1002.2"
14/09/2023 8:20:32 PM,"551","72.0","45","1002.2"
14/09/2023 8:22:32 PM,"551","72.0","45","1002.2"
14/09/2023 8:24:32 PM,"540","72.0","45","1002.1"
14/09/2023 8:26:32 PM,"543","72.0","45","1002.1"
14/09/2023 8:28:32 PM,"529","71.9","45","1002.2"
14/09/2023 8:30:32 PM,"531","71.9","45","1002.2"
14/09/2023 8:32:32 PM,"534","71.8","45","1002.3"
14/09/2023 8:34:32 PM,"552","71.8","45","1002.3"
14/09/2023 8:36:32 PM,"565","71.8","45","1002.3"
14/09/2023 8:38:32 PM,"564","71.7","45","1002.3"
14/09/2023 8:40:32 PM,"548","71.7","46","1002.3"
14/09/2023 8:42:32 PM,"555","71.6","46","1002.3"
14/09/2023 8:44:32 PM,"587","71.5","46","1002.3"
14/09/2023 8:46:32 PM,"573","71.5","46","1002.3"
14/09/2023 8:48:32 PM,"570","71.5","46","1002.3"
14/09/2023 8:50:32 PM,"547","71.5","46","1002.3"
14/09/2023 8:52:32 PM,"550","71.4","46","1002.3"
14/09/2023 8:54:32 PM,"539","71.4","46","1002.4"
14/09/2023 8:56:32 PM,"537","71.4","46","1002.4"
14/09/2023 8:58:32 PM,"536","71.3","46","1002.4"
14/09/2023 9:00:32 PM,"542","71.3","46","1002.4"
14/09/2023 9:02:32 PM,"527","71.3","46","1002.4"
14/09/2023 9:04:32 PM,"539","71.2","46","1002.4"
14/09/2023 9:06:32 PM,"526","71.2","46","1002.4"
14/09/2023 9:08:32 PM,"531","71.2","46","1002.4"
14/09/2023 9:10:32 PM,"520","71.2","46","1002.3"
14/09/2023 9:12:32 PM,"535","71.2","46","1002.4"
14/09/2023 9:14:32 PM,"526","71.1","47","1002.4"
14/09/2023 9:16:32 PM,"546","71.1","47","1002.4"
14/09/2023 9:18:32 PM,"569","71.1","47","1002.4"
14/09/2023 9:20:32 PM,"558","71.1","47","1002.4"
14/09/2023 9:22:32 PM,"558","71.0","47","1002.4"
14/09/2023 9:24:32 PM,"578","71.0","47","1002.4"
14/09/2023 9:26:32 PM,"575","71.0","47","1002.4"
14/09/2023 9:28:32 PM,"560","71.0","47","1002.4"
14/09/2023 9:30:32 PM,"569","71.0","47","1002.4"
14/09/2023 9:32:32 PM,"554","71.2","47","1002.4"
14/09/2023 9:34:32 PM,"561","71.2","47","1002.4"
14/09/2023 9:36:32 PM,"549","71.3","47","1002.4"
14/09/2023 9:38:32 PM,"564","71.3","47","1002.4"
14/09/2023 9:40:32 PM,"556","71.3","47","1002.4"
14/09/2023 9:42:32 PM,"559","71.2","47","1002.5"
14/09/2023 9:44:32 PM,"558","71.2","48","1002.5"
14/09/2023 9:46:32 PM,"549","71.2","48","1002.5"
14/09/2023 9:48:32 PM,"551","71.2","48","1002.5"
14/09/2023 9:50:32 PM,"563","71.2","48","1002.5"
14/09/2023 9:52:32 PM,"563","71.2","48","1002.5"
14/09/2023 9:54:32 PM,"546","71.1","48","1002.5"
14/09/2023 9:56:32 PM,"573","71.1","48","1002.5"
14/09/2023 9:58:32 PM,"563","71.0","48","1002.6"
14/09/2023 10:00:32 PM,"566","71.0","48","1002.6"
14/09/2023 10:02:32 PM,"568","71.0","48","1002.7"
14/09/2023 10:04:32 PM,"583","71.0","48","1002.7"
14/09/2023 10:06:32 PM,"578","71.0","48","1002.8"
14/09/2023 10:08:32 PM,"553","70.9","48","1002.8"
14/09/2023 10:10:32 PM,"584","70.9","48","1002.8"
14/09/2023 10:12:32 PM,"587","70.9","48","1002.8"
14/09/2023 10:14:32 PM,"592","70.8","48","1002.8"
14/09/2023 10:16:32 PM,"624","70.8","48","1002.7"
14/09/2023 10:18:32 PM,"616","70.9","48","1002.8"
14/09/2023 10:20:32 PM,"617","70.9","48","1002.9"
14/09/2023 10:22:32 PM,"609","70.8","48","1002.8"
14/09/2023 10:24:32 PM,"614","70.8","48","1002.8"
14/09/2023 10:26:32 PM,"621","70.8","48","1002.8"
14/09/2023 10:28:32 PM,"619","70.8","49","1002.8"
14/09/2023 10:30:32 PM,"636","70.8","49","1002.8"
14/09/2023 10:32:32 PM,"660","70.8","49","1002.9"
14/09/2023 10:34:32 PM,"663","70.8","49","1002.9"
14/09/2023 10:36:32 PM,"663","70.8","49","1002.9"
14/09/2023 10:38:32 PM,"670","70.8","49","1002.9"
14/09/2023 10:40:32 PM,"645","70.8","49","1002.9"
14/09/2023 10:42:32 PM,"633","70.8","49","1002.9"
14/09/2023 10:44:32 PM,"623","70.8","49","1002.9"
14/09/2023 10:46:32 PM,"614","70.8","49","1002.9"
14/09/2023 10:48:32 PM,"629","70.7","49","1002.9"
14/09/2023 10:50:32 PM,"625","70.8","49","1002.9"
14/09/2023 10:52:32 PM,"608","70.7","49","1002.9"
14/09/2023 10:54:32 PM,"600","70.7","49","1002.9"
14/09/2023 10:56:32 PM,"589","70.7","49","1002.9"
14/09/2023 10:58:32 PM,"566","70.7","49","1002.9"
14/09/2023 11:00:32 PM,"600","70.7","49","1002.9"
14/09/2023 11:02:32 PM,"606","70.7","49","1002.9"
14/09/2023 11:04:32 PM,"583","70.7","49","1002.9"
14/09/2023 11:06:32 PM,"572","70.7","49","1003.0"
14/09/2023 11:08:32 PM,"575","70.7","50","1002.9"
14/09/2023 11:10:32 PM,"577","70.6","50","1002.9"
14/09/2023 11:12:32 PM,"564","70.7","50","1002.9"
14/09/2023 11:14:32 PM,"568","70.7","50","1002.9"
14/09/2023 11:16:32 PM,"570","70.6","50","1002.9"
14/09/2023 11:18:32 PM,"569","70.6","50","1002.9"
14/09/2023 11:20:32 PM,"560","70.6","50","1002.9"
14/09/2023 11:22:32 PM,"581","70.6","50","1002.9"
14/09/2023 11:24:32 PM,"568","70.6","50","1003.0"
14/09/2023 11:26:32 PM,"569","70.6","50","1002.9"
14/09/2023 11:28:32 PM,"556","70.6","50","1002.9"
14/09/2023 11:30:32 PM,"554","70.6","50","1003.0"
14/09/2023 11:32:32 PM,"550","70.6","50","1003.0"
14/09/2023 11:34:32 PM,"554","70.6","50","1003.0"
14/09/2023 11:36:32 PM,"554","70.5","50","1003.0"
14/09/2023 11:38:32 PM,"537","70.6","50","1003.0"
14/09/2023 11:40:32 PM,"546","70.5","50","1003.0"
14/09/2023 11:42:32 PM,"546","70.5","50","1003.1"
14/09/2023 11:44:32 PM,"563","70.5","50","1003.1"
14/09/2023 11:46:32 PM,"555","70.5","50","1003.1"
14/09/2023 11:48:32 PM,"540","70.5","50","1003.2"
14/09/2023 11:50:32 PM,"537","70.5","50","1003.1"
14/09/2023 11:52:32 PM,"545","70.5","50","1003.1"
14/09/2023 11:54:32 PM,"543","70.5","50","1003.1"
14/09/2023 11:56:32 PM,"545","70.5","50","1003.1"
14/09/2023 11:58:32 PM,"552","70.4","50","1003.1"
15/09/2023 12:00:32 AM,"543","70.4","50","1003.1"
15/09/2023 12:02:32 AM,"555","70.4","50","1003.1"
15/09/2023 12:04:32 AM,"558","70.4","50","1003.2"
15/09/2023 12:06:32 AM,"540","70.4","50","1003.2"
15/09/2023 12:08:32 AM,"542","70.4","51","1003.1"
15/09/2023 12:10:32 AM,"541","70.4","51","1003.2"
15/09/2023 12:12:32 AM,"548","70.4","51","1003.2"
15/09/2023 12:14:32 AM,"544","70.3","51","1003.2"
15/09/2023 12:16:32 AM,"556","70.4","51","1003.2"
15/09/2023 12:18:32 AM,"544","70.4","51","1003.2"
15/09/2023 12:20:32 AM,"547","70.3","51","1003.2"
15/09/2023 12:22:32 AM,"546","70.4","51","1003.2"
15/09/2023 12:24:32 AM,"550","70.3","51","1003.2"
15/09/2023 12:26:32 AM,"552","70.3","51","1003.2"
15/09/2023 12:28:32 AM,"549","70.3","51","1003.2"
15/09/2023 12:30:32 AM,"567","70.3","51","1003.2"
15/09/2023 12:32:32 AM,"549","70.3","51","1003.2"
15/09/2023 12:34:32 AM,"551","70.3","51","1003.3"
15/09/2023 12:36:32 AM,"548","70.3","51","1003.2"
15/09/2023 12:38:32 AM,"544","70.3","51","1003.2"
15/09/2023 12:40:32 AM,"542","70.3","51","1003.2"
15/09/2023 12:42:32 AM,"546","70.3","51","1003.2"
15/09/2023 12:44:32 AM,"548","70.3","51","1003.2"
15/09/2023 12:46:32 AM,"553","70.3","51","1003.2"
15/09/2023 12:48:32 AM,"559","70.3","51","1003.2"
15/09/2023 12:50:32 AM,"565","70.3","51","1003.2"
15/09/2023 12:52:32 AM,"545","70.3","51","1003.2"
15/09/2023 12:54:32 AM,"561","70.3","51","1003.2"
15/09/2023 12:56:32 AM,"557","70.3","51","1003.3"
15/09/2023 12:58:32 AM,"539","70.3","51","1003.2"
15/09/2023 1:00:32 AM,"554","70.3","51","1003.2"
15/09/2023 1:02:32 AM,"548","70.3","51","1003.2"
15/09/2023 1:04:32 AM,"559","70.3","51","1003.2"
15/09/2023 1:06:32 AM,"558","70.2","51","1003.1"
15/09/2023 1:08:32 AM,"550","70.2","51","1003.2"
15/09/2023 1:10:32 AM,"542","70.2","51","1003.2"
15/09/2023 1:12:32 AM,"556","70.2","51","1003.1"
15/09/2023 1:14:32 AM,"559","70.2","51","1003.2"
15/09/2023 1:16:32 AM,"559","70.2","51","1003.2"
15/09/2023 1:18:32 AM,"569","70.2","51","1003.1"
15/09/2023 1:20:32 AM,"575","70.2","51","1003.1"
15/09/2023 1:22:32 AM,"549","70.2","51","1003.2"
15/09/2023 1:24:32 AM,"554","70.2","51","1003.2"
15/09/2023 1:26:32 AM,"545","70.2","51","1003.2"
15/09/2023 1:28:32 AM,"563","70.2","51","1003.2"
15/09/2023 1:30:32 AM,"539","70.1","51","1003.2"
15/09/2023 1:32:32 AM,"566","70.1","51","1003.2"
15/09/2023 1:34:32 AM,"557","70.1","52","1003.2"
15/09/2023 1:36:32 AM,"552","70.1","52","1003.2"
15/09/2023 1:38:32 AM,"537","70.1","52","1003.2"
15/09/2023 1:40:32 AM,"557","70.1","52","1003.2"
15/09/2023 1:42:32 AM,"541","70.0","52","1003.2"
15/09/2023 1:44:32 AM,"554","70.1","52","1003.2"
15/09/2023 1:46:32 AM,"564","70.1","52","1003.2"
15/09/2023 1:48:32 AM,"552","70.1","52","1003.3"
15/09/2023 1:50:32 AM,"566","70.1","52","1003.3"
15/09/2023 1:52:32 AM,"550","70.0","52","1003.3"
15/09/2023 1:54:32 AM,"548","70.0","52","1003.3"
15/09/2023 1:56:32 AM,"557","70.0","52","1003.3"
15/09/2023 1:58:32 AM,"551","70.0","52","1003.3"
15/09/2023 2:00:32 AM,"563","70.0","52","1003.3"
15/09/2023 2:02:32 AM,"542","70.0","52","1003.3"
15/09/2023 2:04:32 AM,"558","70.0","52","1003.4"
15/09/2023 2:06:32 AM,"541","70.0","52","1003.3"
15/09/2023 2:08:32 AM,"545","70.0","52","1003.2"
15/09/2023 2:10:32 AM,"528","70.0","52","1003.2"
15/09/2023 2:12:32 AM,"545","69.9","52","1003.2"
15/09/2023 2:14:32 AM,"545","69.9","52","1003.2"
15/09/2023 2:16:32 AM,"531","69.9","52","1003.2"
15/09/2023 2:18:32 AM,"536","69.9","52","1003.2"
15/09/2023 2:20:32 AM,"526","69.9","52","1003.1"
15/09/2023 2:22:32 AM,"535","69.8","52","1003.2"
15/09/2023 2:24:32 AM,"529","69.9","52","1003.2"
15/09/2023 2:26:32 AM,"529","69.8","52","1003.2"
15/09/2023 2:28:32 AM,"527","69.8","52","1003.2"
15/09/2023 2:30:32 AM,"541","69.8","52","1003.2"
15/09/2023 2:32:32 AM,"518","69.7","52","1003.2"
15/09/2023 2:34:32 AM,"530","69.8","52","1003.2"
15/09/2023 2:36:32 AM,"528","69.8","52","1003.2"
15/09/2023 2:38:32 AM,"545","69.7","52","1003.2"
15/09/2023 2:40:32 AM,"526","69.7","52","1003.2"
15/09/2023 2:42:32 AM,"531","69.7","52","1003.2"
15/09/2023 2:44:32 AM,"519","69.7","52","1003.3"
15/09/2023 2:46:32 AM,"528","69.7","52","1003.3"
15/09/2023 2:48:32 AM,"533","69.7","52","1003.3"
15/09/2023 2:50:32 AM,"519","69.6","52","1003.3"
15/09/2023 2:52:32 AM,"510","69.6","52","1003.3"
15/09/2023 2:54:32 AM,"520","69.6","52","1003.3"
15/09/2023 2:56:32 AM,"518","69.6","52","1003.3"
15/09/2023 2:58:32 AM,"512","69.6","52","1003.3"
15/09/2023 3:00:32 AM,"515","69.6","52","1003.3"
15/09/2023 3:02:32 AM,"504","69.6","52","1003.3"
15/09/2023 3:04:32 AM,"523","69.6","52","1003.3"
15/09/2023 3:06:32 AM,"515","69.5","52","1003.3"
15/09/2023 3:08:32 AM,"509","69.5","52","1003.3"
15/09/2023 3:10:32 AM,"513","69.5","52","1003.3"
15/09/2023 3:12:32 AM,"503","69.5","52","1003.3"
15/09/2023 3:14:32 AM,"505","69.5","52","1003.3"
15/09/2023 3:16:32 AM,"505","69.5","52","1003.3"
15/09/2023 3:18:32 AM,"530","69.4","52","1003.3"
15/09/2023 3:20:32 AM,"525","69.4","52","1003.3"
15/09/2023 3:22:32 AM,"505","69.4","52","1003.4"
15/09/2023 3:24:32 AM,"508","69.4","52","1003.3"
15/09/2023 3:26:32 AM,"508","69.3","52","1003.3"
15/09/2023 3:28:32 AM,"509","69.4","52","1003.3"
15/09/2023 3:30:32 AM,"507","69.4","52","1003.4"
15/09/2023 3:32:32 AM,"510","69.3","52","1003.4"
15/09/2023 3:34:32 AM,"500","69.4","52","1003.4"
15/09/2023 3:36:32 AM,"510","69.3","52","1003.4"
15/09/2023 3:38:32 AM,"515","69.3","52","1003.3"
15/09/2023 3:40:32 AM,"521","69.3","52","1003.3"
15/09/2023 3:42:32 AM,"501","69.3","52","1003.3"
15/09/2023 3:44:32 AM,"510","69.3","52","1003.3"
15/09/2023 3:46:32 AM,"508","69.3","52","1003.4"
15/09/2023 3:48:32 AM,"511","69.3","52","1003.3"
15/09/2023 3:50:32 AM,"504","69.3","52","1003.3"
15/09/2023 3:52:32 AM,"517","69.3","52","1003.3"
15/09/2023 3:54:32 AM,"512","69.3","52","1003.3"
15/09/2023 3:56:32 AM,"509","69.3","52","1003.3"
15/09/2023 3:58:32 AM,"512","69.3","52","1003.2"
15/09/2023 4:00:32 AM,"511","69.3","52","1003.2"
15/09/2023 4:02:32 AM,"518","69.3","52","1003.2"
15/09/2023 4:04:32 AM,"522","69.3","52","1003.2"
15/09/2023 4:06:32 AM,"522","69.2","52","1003.2"
15/09/2023 4:08:32 AM,"510","69.2","52","1003.2"
15/09/2023 4:10:32 AM,"511","69.2","52","1003.2"
15/09/2023 4:12:32 AM,"509","69.2","52","1003.2"
15/09/2023 4:14:32 AM,"511","69.2","52","1003.2"
15/09/2023 4:16:32 AM,"512","69.2","53","1003.1"
15/09/2023 4:18:32 AM,"521","69.2","52","1003.1"
15/09/2023 4:20:32 AM,"534","69.1","52","1003.1"
15/09/2023 4:22:32 AM,"522","69.2","53","1003.1"
15/09/2023 4:24:32 AM,"512","69.1","53","1003.2"
15/09/2023 4:26:32 AM,"506","69.1","53","1003.1"
15/09/2023 4:28:32 AM,"520","69.1","53","1003.1"
15/09/2023 4:30:32 AM,"514","69.0","53","1003.1"
15/09/2023 4:32:32 AM,"515","69.0","53","1003.1"
15/09/2023 4:34:32 AM,"524","69.1","53","1003.1"
15/09/2023 4:36:32 AM,"519","69.0","53","1003.1"
15/09/2023 4:38:32 AM,"528","69.0","53","1003.0"
15/09/2023 4:40:32 AM,"512","69.0","53","1003.0"
15/09/2023 4:42:32 AM,"514","69.0","53","1003.0"
15/09/2023 4:44:32 AM,"529","69.0","53","1002.9"
15/09/2023 4:46:32 AM,"517","69.0","53","1003.0"
15/09/2023 4:48:32 AM,"522","68.9","53","1002.9"
15/09/2023 4:50:32 AM,"516","69.0","53","1002.9"
15/09/2023 4:52:32 AM,"510","68.9","53","1002.9"
15/09/2023 4:54:32 AM,"515","68.9","53","1002.9"
15/09/2023 4:56:32 AM,"515","68.9","53","1003.0"
15/09/2023 4:58:32 AM,"533","68.9","53","1002.9"
15/09/2023 5:00:32 AM,"526","68.8","53","1003.0"
15/09/2023 5:02:32 AM,"531","68.8","53","1002.9"
15/09/2023 5:04:32 AM,"529","68.8","53","1003.0"
15/09/2023 5:06:32 AM,"505","68.8","53","1003.0"
15/09/2023 5:08:32 AM,"522","68.8","53","1003.0"
15/09/2023 5:10:32 AM,"516","68.8","53","1003.0"
15/09/2023 5:12:32 AM,"516","68.8","53","1003.0"
15/09/2023 5:14:32 AM,"510","68.8","53","1003.0"
15/09/2023 5:16:32 AM,"534","68.8","53","1003.1"
15/09/2023 5:18:32 AM,"525","68.8","53","1003.2"
15/09/2023 5:20:32 AM,"504","68.8","53","1003.2"
15/09/2023 5:22:32 AM,"514","68.7","53","1003.1"
15/09/2023 5:24:32 AM,"518","68.7","53","1003.2"
15/09/2023 5:26:32 AM,"511","68.7","53","1003.1"
15/09/2023 5:28:32 AM,"516","68.7","53","1003.2"
15/09/2023 5:30:32 AM,"518","68.6","53","1003.3"
15/09/2023 5:32:32 AM,"521","68.6","53","1003.3"
15/09/2023 5:34:32 AM,"521","68.7","53","1003.3"
15/09/2023 5:36:32 AM,"522","68.7","53","1003.3"
15/09/2023 5:38:32 AM,"512","68.6","53","1003.3"
15/09/2023 5:40:32 AM,"514","68.7","53","1003.3"
15/09/2023 5:42:32 AM,"511","68.6","53","1003.2"
15/09/2023 5:44:32 AM,"521","68.6","53","1003.2"
15/09/2023 5:46:32 AM,"522","68.6","53","1003.3"
15/09/2023 5:48:32 AM,"514","68.6","53","1003.3"
15/09/2023 5:50:32 AM,"512","68.6","53","1003.3"
15/09/2023 5:52:32 AM,"511","68.6","53","1003.3"
15/09/2023 5:54:32 AM,"522","68.5","53","1003.3"
15/09/2023 5:56:32 AM,"519","68.5","53","1003.3"
15/09/2023 5:58:32 AM,"522","68.5","53","1003.2"
15/09/2023 6:00:32 AM,"528","68.5","53","1003.3"
15/09/2023 6:02:32 AM,"523","68.5","53","1003.2"
15/09/2023 6:04:32 AM,"519","68.5","53","1003.3"
15/09/2023 6:06:32 AM,"514","68.5","53","1003.3"
15/09/2023 6:08:32 AM,"525","68.5","53","1003.3"
15/09/2023 6:10:32 AM,"522","68.5","53","1003.3"
15/09/2023 6:12:32 AM,"531","68.5","53","1003.3"
15/09/2023 6:14:32 AM,"517","68.5","53","1003.3"
15/09/2023 6:16:32 AM,"529","68.5","53","1003.4"
15/09/2023 6:18:32 AM,"511","68.5","53","1003.4"
15/09/2023 6:20:32 AM,"511","68.5","53","1003.3"
15/09/2023 6:22:32 AM,"520","68.4","53","1003.3"
15/09/2023 6:24:32 AM,"521","68.4","53","1003.3"
15/09/2023 6:26:32 AM,"517","68.4","53","1003.3"
15/09/2023 6:28:32 AM,"514","68.4","53","1003.3"
15/09/2023 6:30:32 AM,"516","68.4","53","1003.2"
15/09/2023 6:32:32 AM,"508","68.4","53","1003.2"
15/09/2023 6:34:32 AM,"510","68.4","53","1003.2"
15/09/2023 6:36:32 AM,"512","68.4","53","1003.2"
15/09/2023 6:38:32 AM,"525","68.4","53","1003.3"
15/09/2023 6:40:32 AM,"518","68.4","53","1003.3"
15/09/2023 6:42:32 AM,"520","68.4","53","1003.3"
15/09/2023 6:44:32 AM,"525","68.4","53","1003.2"
15/09/2023 6:46:32 AM,"511","68.3","53","1003.3"
15/09/2023 6:48:32 AM,"516","68.4","53","1003.3"
15/09/2023 6:50:32 AM,"523","68.3","53","1003.3"
15/09/2023 6:52:32 AM,"540","68.3","53","1003.3"
15/09/2023 6:54:32 AM,"545","68.3","53","1003.2"
15/09/2023 6:56:32 AM,"549","68.4","53","1003.2"
15/09/2023 6:58:32 AM,"537","68.3","53","1003.2"
15/09/2023 7:00:32 AM,"550","68.3","53","1003.3"
15/09/2023 7:02:32 AM,"547","68.3","53","1003.2"
15/09/2023 7:04:32 AM,"541","68.3","53","1003.3"
15/09/2023 7:06:32 AM,"546","68.3","53","1003.3"
15/09/2023 7:08:32 AM,"546","68.3","53","1003.5"
15/09/2023 7:10:32 AM,"546","68.3","53","1003.4"
15/09/2023 7:12:32 AM,"556","68.2","53","1003.5"
15/09/2023 7:14:32 AM,"566","68.2","53","1003.5"
15/09/2023 7:16:32 AM,"550","68.2","53","1003.4"
15/09/2023 7:18:32 AM,"557","68.3","53","1003.5"
15/09/2023 7:20:32 AM,"557","68.2","53","1003.5"
15/09/2023 7:22:32 AM,"548","68.3","53","1003.5"
15/09/2023 7:24:32 AM,"544","68.3","53","1003.5"
15/09/2023 7:26:32 AM,"563","68.2","53","1003.5"
15/09/2023 7:28:32 AM,"584","68.3","53","1003.6"
15/09/2023 7:30:32 AM,"588","68.3","53","1003.5"
15/09/2023 7:32:32 AM,"601","68.3","53","1003.5"
15/09/2023 7:34:32 AM,"596","68.3","53","1003.5"
15/09/2023 7:36:32 AM,"608","68.3","54","1003.5"
15/09/2023 7:38:32 AM,"609","68.4","54","1003.5"
15/09/2023 7:40:32 AM,"646","68.4","54","1003.5"
15/09/2023 7:42:32 AM,"651","68.5","53","1003.7"
15/09/2023 7:44:32 AM,"646","68.4","52","1003.5"
15/09/2023 7:46:32 AM,"712","68.2","52","1003.6"
15/09/2023 7:48:32 AM,"811","67.9","51","1003.7"
15/09/2023 7:50:32 AM,"821","67.5","51","1004.0"
15/09/2023 7:52:32 AM,"812","67.3","51","1003.8"
15/09/2023 7:54:32 AM,"854","67.1","51","1003.4"
15/09/2023 7:56:32 AM,"867","67.0","51","1003.8"
15/09/2023 7:58:32 AM,"847","66.7","51","1004.0"
15/09/2023 8:00:32 AM,"839","66.7","51","1004.0"
15/09/2023 8:02:32 AM,"855","66.6","51","1004.0"
15/09/2023 8:04:32 AM,"854","66.5","51","1003.9"
15/09/2023 8:06:32 AM,"845","66.4","51","1003.6"
15/09/2023 8:08:32 AM,"823","66.4","51","1003.4"
15/09/2023 8:10:32 AM,"796","66.4","51","1003.4"
15/09/2023 8:12:32 AM,"792","66.3","51","1003.3"
15/09/2023 8:14:32 AM,"778","66.3","51","1003.2"
15/09/2023 8:16:32 AM,"783","66.3","51","1003.2"
15/09/2023 8:18:32 AM,"767","66.3","51","1003.2"
15/09/2023 8:20:32 AM,"775","66.3","51","1003.2"
15/09/2023 8:22:32 AM,"769","66.2","51","1003.2"
15/09/2023 8:24:32 AM,"761","66.1","51","1003.2"
15/09/2023 8:26:32 AM,"774","66.1","51","1003.2"
15/09/2023 8:28:32 AM,"767","66.1","51","1003.2"
15/09/2023 8:30:32 AM,"775","66.0","51","1003.2"
15/09/2023 8:32:32 AM,"778","66.0","51","1003.2"
15/09/2023 8:34:32 AM,"776","66.0","51","1003.2"
15/09/2023 8:36:32 AM,"780","66.0","51","1003.2"
15/09/2023 8:38:32 AM,"775","66.0","51","1003.4"
15/09/2023 8:40:32 AM,"764","66.0","51","1003.2"
15/09/2023 8:42:32 AM,"741","66.0","51","1003.5"
15/09/2023 8:44:32 AM,"730","66.0","51","1004.1"
15/09/2023 8:46:32 AM,"719","66.0","51","1004.0"
15/09/2023 8:48:32 AM,"708","66.1","51","1004.0"
15/09/2023 8:50:32 AM,"708","66.1","51","1003.8"
15/09/2023 8:52:32 AM,"677","66.1","51","1003.9"
15/09/2023 8:54:32 AM,"693","66.1","51","1000.4"
15/09/2023 8:56:32 AM,"698","66.1","51","1003.9"
15/09/2023 8:58:32 AM,"673","66.2","51","1003.9"
15/09/2023 9:00:32 AM,"675","66.2","51","1003.1"
15/09/2023 9:02:32 AM,"667","66.2","51","1002.1"
15/09/2023 9:04:32 AM,"668","66.3","51","1002.7"
15/09/2023 9:06:32 AM,"675","66.3","51","1002.9"
